"id";"ultmod";"uwprom";"uwedit";"uwexpo";"uwpupr";"uwgoogle";"uwvideo";"uwemail";"uwdestaca";"uweslogan";"uwofdir";"uwofcp";"uwofpob";"uwofpro";"uwoftel";"uwoffax";"uwofdaa";"uwexop";"uwfeop";"uwfemw";"uwfemn";"usalta";"fecalta";"horalta";"pgmorigen";"auxorigen";"usmodif";"fecmodif";"hormodif";"uwport";"uwfepu";"uwfedes";"uwmodelo";"uwuhpadre"
"509";"2023-12-12 02:35:56";"737";"VI-924-053-006-011";"N";"S";"39.9758337,-0.0431233";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-25";"09:32:02";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:47";"N";"1900-01-01";"1900-01-01";"N";""
"510";"2023-12-12 02:35:56";"732";"VI-924-004-001-00A";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-10-20";"2016-10-20";"PRINEX";"2016-04-25";"09:32:02";"EEIM41";"EEIM41";"PRINEX";"2016-10-20";"13:36:43";"N";"1900-01-01";"1900-01-01";"N";""
"511";"2023-12-12 02:35:56";"732";"VI-924-005-001-00B";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-10-20";"2016-10-20";"PRINEX";"2016-04-25";"09:32:03";"EEIM41";"EEIM41";"PRINEX";"2016-10-20";"13:36:53";"N";"1900-01-01";"1900-01-01";"N";""
"512";"2023-12-12 02:35:56";"732";"VI-924-014-004-00B";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-10-20";"2016-10-20";"PRINEX";"2016-04-25";"09:32:03";"EEIM41";"EEIM41";"PRINEX";"2016-10-20";"13:36:58";"N";"1900-01-01";"1900-01-01";"N";""
"513";"2023-12-12 02:35:56";"732";"VI-924-019-006-00A";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-10-20";"2016-10-20";"PRINEX";"2016-04-25";"09:32:03";"EEIM41";"EEIM41";"PRINEX";"2016-10-20";"13:36:50";"N";"1900-01-01";"1900-01-01";"N";""
"514";"2023-12-12 02:35:56";"732";"VI-924-027-001-000";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-10-20";"2016-10-20";"PRINEX";"2016-04-25";"09:32:04";"EEIM41";"EEIM41";"PRINEX";"2016-10-20";"13:36:38";"N";"1900-01-01";"1900-01-01";"N";""
"515";"2023-12-12 02:35:56";"732";"VI-924-039-004-000";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-10-20";"2016-10-20";"PRINEX";"2016-04-25";"09:32:04";"EEIM41";"EEIM41";"PRINEX";"2016-10-20";"13:36:40";"N";"1900-01-01";"1900-01-01";"N";""
"516";"2023-12-12 02:35:56";"732";"VI-924-043-005-000";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-10-20";"2016-10-20";"PRINEX";"2016-04-25";"09:32:04";"EEIM41";"EEIM41";"PRINEX";"2016-10-20";"13:36:40";"N";"1900-01-01";"1900-01-01";"N";""
"517";"2023-12-12 02:35:56";"732";"VI-924-044-006-00E";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-10-20";"2016-10-20";"PRINEX";"2016-04-25";"09:32:05";"EEIM41";"EEIM41";"PRINEX";"2016-10-20";"13:36:35";"N";"1900-01-01";"1900-01-01";"N";""
"518";"2023-12-12 02:35:56";"732";"VI-924-045-006-00F";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-10-20";"2016-10-20";"PRINEX";"2016-04-25";"09:32:05";"EEIM41";"EEIM41";"PRINEX";"2016-10-20";"13:36:35";"N";"1900-01-01";"1900-01-01";"N";""
"519";"2023-12-12 02:35:56";"729";"VI-924-001-001-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:06";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:33";"N";"1900-01-01";"1900-01-01";"N";""
"520";"2023-12-12 02:35:56";"729";"VI-924-002-001-00B";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:06";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:36";"N";"1900-01-01";"1900-01-01";"N";""
"521";"2023-12-12 02:35:56";"729";"VI-924-003-002-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:06";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:33";"N";"1900-01-01";"1900-01-01";"N";""
"522";"2023-12-12 02:35:56";"729";"VI-924-005-003-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:07";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:34";"N";"1900-01-01";"1900-01-01";"N";""
"523";"2023-12-12 02:35:56";"729";"VI-924-006-003-00B";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:07";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:36";"N";"1900-01-01";"1900-01-01";"N";""
"524";"2023-12-12 02:35:56";"729";"VI-924-007-004-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:08";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:34";"N";"1900-01-01";"1900-01-01";"N";""
"525";"2023-12-12 02:35:56";"729";"VI-924-008-004-00B";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:08";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:37";"N";"1900-01-01";"1900-01-01";"N";""
"526";"2023-12-12 02:35:56";"729";"VI-924-009-005-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:08";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:34";"N";"1900-01-01";"1900-01-01";"N";""
"527";"2023-12-12 02:35:56";"729";"VI-924-011-006-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:09";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:35";"N";"1900-01-01";"1900-01-01";"N";""
"528";"2023-12-12 02:35:56";"729";"VI-924-014-007-00B";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:10";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:37";"N";"1900-01-01";"1900-01-01";"N";""
"529";"2023-12-12 02:35:56";"729";"VI-924-019-003-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:10";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:34";"N";"1900-01-01";"1900-01-01";"N";""
"530";"2023-12-12 02:35:56";"729";"VI-924-021-004-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:10";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:34";"N";"1900-01-01";"1900-01-01";"N";""
"531";"2023-12-12 02:35:56";"729";"VI-924-025-006-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:11";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:35";"N";"1900-01-01";"1900-01-01";"N";""
"532";"2023-12-12 02:35:56";"729";"VI-924-027-007-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:12";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:35";"N";"1900-01-01";"1900-01-01";"N";""
"533";"2023-12-12 02:35:56";"729";"VI-924-033-003-00B";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:12";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:36";"N";"1900-01-01";"1900-01-01";"N";""
"534";"2023-12-12 02:35:56";"729";"VI-924-040-007-00A";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:12";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:36";"N";"1900-01-01";"1900-01-01";"N";""
"535";"2023-12-12 02:35:56";"729";"VI-924-041-007-00B";"N";"S";"43.351713, -5.860732";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-20";"2019-03-20";"PRINEX";"2016-04-25";"09:32:13";"EEIM41";"EEIM41";"IRUIZ";"2019-03-20";"15:50:37";"N";"1900-01-01";"1900-01-01";"N";""
"536";"2023-12-12 02:35:56";"736";"VI-924-007-002-003";"N";"S";"41.1303958,1.2439442";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-25";"09:32:13";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:47";"N";"1900-01-01";"1900-01-01";"N";""
"537";"2023-12-12 02:35:56";"736";"VI-924-008-002-004";"N";"S";"41.1303958,1.2439442";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-25";"09:32:14";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:47";"N";"1900-01-01";"1900-01-01";"N";""
"538";"2023-12-12 02:35:56";"736";"VI-924-016-004-004";"N";"S";"41.1303958,1.2439442";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-25";"09:32:14";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:47";"N";"1900-01-01";"1900-01-01";"N";""
"539";"2023-12-12 02:35:56";"736";"VI-924-024-001-004";"N";"S";"41.1303958,1.2439442";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-25";"09:32:14";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:48";"N";"1900-01-01";"1900-01-01";"N";""
"540";"2023-12-12 02:35:56";"736";"VI-924-025-002-001";"N";"S";"41.1303958,1.2439442";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-25";"09:32:15";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:48";"N";"1900-01-01";"1900-01-01";"N";""
"541";"2023-12-12 02:35:56";"128";"VI-733-014-006-00A";"N";"S";"37.1967963,-7.31741";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-25";"2016-04-25";"PRINEX";"2016-04-25";"08:38:26";"EEIM41";"EEIM41";"PRINEX";"2016-04-25";"08:38:36";"N";"1900-01-01";"1900-01-01";"N";""
"542";"2023-12-12 02:35:56";"686";"VI-908-003-0PB-002";"N";"S";"41.122924, 1.244908";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-24";"2019-06-24";"PRINEX";"2016-04-25";"08:38:27";"EEIM41";"EEIM41";"IRUIZ";"2019-06-24";"17:45:05";"N";"1900-01-01";"1900-01-01";"N";""
"543";"2023-12-12 02:35:56";"456";"TR-911-004-000-029";"N";"S";"43.3637337,-3.4261977";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"08:38:28";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:49";"N";"1900-01-01";"1900-01-01";"N";""
"544";"2023-12-12 02:35:56";"456";"TR-911-003-000-022";"N";"S";"43.3637337,-3.4261977";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"08:38:28";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:49";"N";"1900-01-01";"1900-01-01";"N";""
"545";"2023-12-12 02:35:56";"456";"TR-911-002-000-021";"N";"S";"43.3637337,-3.4261977";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"08:38:29";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:49";"N";"1900-01-01";"1900-01-01";"N";""
"546";"2023-12-12 02:35:56";"456";"TR-911-001-000-012";"N";"S";"43.3637337,-3.4261977";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"08:38:29";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:50";"N";"1900-01-01";"1900-01-01";"N";""
"547";"2023-12-12 02:35:56";"362";"GA-903-001-000-013";"N";"S";"41.6492937,-4.7498568";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-25";"2016-04-25";"PRINEX";"2016-04-25";"08:38:39";"EEIM41";"EEIM41";"PRINEX";"2016-04-25";"08:38:49";"N";"1900-01-01";"1900-01-01";"N";""
"548";"2023-12-12 02:35:56";"5007";"VI-902-134-BAJ-005";"N";"S";"40.19605,-3.67751";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-25";"08:38:40";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"10:07:32";"N";"1900-01-01";"1900-01-01";"N";""
"549";"2023-12-12 02:35:56";"566";"VI-907-001-000-042";"N";"S";"40.345688,-3.7681898";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-26";"2019-06-26";"PRINEX";"2016-04-25";"08:38:48";"EEIM41";"EEIM41";"IRUIZ";"2019-06-26";"18:12:53";"N";"1900-01-01";"1900-01-01";"N";""
"550";"2023-12-12 02:35:56";"737";"VI-924-008-003-008";"N";"S";"39.9758337,-0.0431233";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-19";"09:55:49";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:31";"N";"1900-01-01";"1900-01-01";"N";""
"551";"2023-12-12 02:35:56";"785";"VI-891-002-002-001";"N";"S";"36.827759, -2.438305";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-19";"09:55:49";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:31";"N";"1900-01-01";"1900-01-01";"N";""
"552";"2023-12-12 02:35:56";"728";"GA-924-040-000-082";"N";"S";"40.6477712,-4.6846612";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-09-20";"2016-09-20";"PRINEX";"2016-04-19";"09:55:50";"EEIM41";"BDHG01";"IRUIZ";"2016-09-20";"17:45:01";"N";"1900-01-01";"1900-01-01";"N";""
"553";"2023-12-12 02:35:56";"728";"TR-924-027-000-040";"N";"S";"40.6477712,-4.6846612";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-09-20";"2016-09-20";"PRINEX";"2016-04-19";"09:55:50";"EEIM41";"BDHG01";"IRUIZ";"2016-09-20";"17:46:01";"N";"1900-01-01";"1900-01-01";"N";""
"554";"2023-12-12 02:35:56";"737";"GA-924-013-S01-043";"N";"S";"39.9758337,-0.0431233";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-19";"09:55:50";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:31";"N";"1900-01-01";"1900-01-01";"N";""
"555";"2023-12-12 02:35:56";"737";"TR-924-008-S01-012";"N";"S";"39.9758337,-0.0431233";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-19";"09:55:51";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:32";"N";"1900-01-01";"1900-01-01";"N";""
"556";"2023-12-12 02:35:56";"822";"GA-909-015-S01-000";"N";"S";"37.767982, -0.746977";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-19";"2016-04-19";"PRINEX";"2016-04-19";"09:55:51";"EEIM41";"EEIM41";"PRINEX";"2016-04-19";"09:55:53";"N";"1900-01-01";"1900-01-01";"N";""
"557";"2023-12-12 02:35:56";"839";"VI-923-002-001-00G";"N";"S";"36.7257027,-4.4188795";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-12";"2019-06-12";"PRINEX";"2016-04-19";"09:55:51";"EEIM41";"EEIM41";"IRUIZ";"2019-06-12";"17:23:57";"N";"1900-01-01";"1900-01-01";"N";""
"558";"2023-12-12 02:35:56";"839";"GA-923-002-0S3-048";"N";"S";"36.7257027,-4.4188795";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-12";"2019-06-12";"PRINEX";"2016-04-19";"09:55:52";"EEIM41";"EEIM41";"IRUIZ";"2019-06-12";"17:23:57";"N";"1900-01-01";"1900-01-01";"N";""
"559";"2023-12-12 02:35:56";"839";"GA-923-003-0S3-049";"N";"S";"36.7257027,-4.4188795";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-12";"2019-06-12";"PRINEX";"2016-04-19";"09:55:52";"EEIM41";"EEIM41";"IRUIZ";"2019-06-12";"17:23:57";"N";"1900-01-01";"1900-01-01";"N";""
"560";"2023-12-12 02:35:56";"839";"TR-923-002-0S3-016";"N";"S";"36.7257027,-4.4188795";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-12";"2019-06-12";"PRINEX";"2016-04-19";"09:55:53";"EEIM41";"EEIM41";"IRUIZ";"2019-06-12";"17:23:57";"N";"1900-01-01";"1900-01-01";"N";""
"561";"2023-12-12 02:35:56";"839";"TR-923-003-0S3-018";"N";"S";"36.7257027,-4.4188795";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-12";"2019-06-12";"PRINEX";"2016-04-19";"09:55:53";"EEIM41";"EEIM41";"IRUIZ";"2019-06-12";"17:23:58";"N";"1900-01-01";"1900-01-01";"N";""
"562";"2023-12-12 02:35:56";"932";"VI-901-005-BAJ-000";"N";"S";"39.4763827,-6.372609";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-12";"2019-06-12";"PRINEX";"2016-04-19";"09:55:53";"EEIM41";"EEIM41";"IRUIZ";"2019-06-12";"17:23:58";"N";"1900-01-01";"1900-01-01";"N";""
"563";"2023-12-12 02:35:56";"857";"VI-502-001-004-00K";"N";"S";"39.3657059,-0.4420448";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-20";"2016-04-20";"PRINEX";"2016-04-19";"09:55:54";"EEIM41";"BDHG01";"RESPADAS";"2016-04-20";"19:11:46";"N";"1900-01-01";"1900-01-01";"N";""
"564";"2023-12-12 02:35:56";"857";"GA-502-002-000-GA1";"N";"S";"39.3657059,-0.4420448";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-12";"2019-06-12";"PRINEX";"2016-04-19";"09:55:55";"EEIM41";"EEIM41";"IRUIZ";"2019-06-12";"17:23:58";"N";"1900-01-01";"1900-01-01";"N";""
"565";"2023-12-12 02:35:56";"785";"GA-891-022-S02-012";"N";"S";"36.827759, -2.438305";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-19";"09:55:56";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:32";"N";"1900-01-01";"1900-01-01";"N";""
"566";"2023-12-12 02:35:56";"785";"TR-891-021-S02-023";"N";"S";"36.827759, -2.438305";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-19";"09:55:57";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:32";"N";"1900-01-01";"1900-01-01";"N";""
"567";"2023-12-12 02:35:56";"937";"VI-937-037-002-006";"N";"S";"40.4780451,-3.6482455";"";"nlozanog@basico.es";"";"Estrena tu vivienda reformada en un barrio consolidado y muy bien comunicado. Ubicadas en el barrio de Santa Mar�a, a tan solo 100 metros de la l�nea 4,";"";"";"";"";"";"";"";"S";"1900-01-01";"2019-06-12";"2019-06-12";"IRUIZ";"2016-04-22";"10:29:14";"BDHG01";"EEIM41";"IRUIZ";"2019-06-12";"17:23:29";"N";"1900-01-01";"1900-01-01";"N";""
"568";"2023-12-12 02:35:56";"1015";"TR-917-034-SOT-TR3";"N";"S";"41.5922867,2.5830705";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2018-02-20";"2018-02-20";"PRINEX";"2016-04-22";"11:33:48";"EEIM41";"BDAP01";"IRUIZ";"2018-02-20";"18:25:59";"N";"1900-01-01";"1900-01-01";"N";""
"569";"2023-12-12 02:35:56";"595";"VI-917-003-002-011";"N";"S";"42.30947,3.00993";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-22";"2016-04-22";"PRINEX";"2016-04-22";"11:33:48";"EEIM41";"EEIM41";"PRINEX";"2016-04-22";"11:33:55";"N";"1900-01-01";"1900-01-01";"N";""
"570";"2023-12-12 02:35:56";"728";"VI-924-044-005-00A";"N";"S";"40.6477712,-4.6846612";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-24";"2019-06-24";"PRINEX";"2016-04-22";"11:33:49";"EEIM41";"EEIM41";"IRUIZ";"2019-06-24";"17:44:58";"N";"1900-01-01";"1900-01-01";"N";""
"571";"2023-12-12 02:35:56";"728";"VI-924-034-006-00A";"N";"S";"40.6477712,-4.6846612";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-24";"2019-06-24";"PRINEX";"2016-04-22";"11:33:49";"EEIM41";"EEIM41";"IRUIZ";"2019-06-24";"17:44:58";"N";"1900-01-01";"1900-01-01";"N";""
"572";"2023-12-12 02:35:56";"728";"VI-924-016-006-00A";"N";"S";"40.6477712,-4.6846612";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-24";"2019-06-24";"PRINEX";"2016-04-22";"11:33:50";"EEIM41";"EEIM41";"IRUIZ";"2019-06-24";"17:44:58";"N";"1900-01-01";"1900-01-01";"N";""
"573";"2023-12-12 02:35:56";"772";"VI-904-018-000-024";"N";"S";"43.2719246,-3.9272735";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-22";"2016-04-22";"PRINEX";"2016-04-22";"11:33:50";"EEIM41";"EEIM41";"PRINEX";"2016-04-22";"11:33:56";"N";"1900-01-01";"1900-01-01";"N";""
"574";"2023-12-12 02:35:56";"772";"VI-904-016-000-021";"N";"S";"43.2719246,-3.9272735";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-14";"2019-06-14";"PRINEX";"2016-04-22";"11:33:50";"EEIM41";"EEIM41";"IRUIZ";"2019-06-14";"10:18:26";"N";"1900-01-01";"1900-01-01";"N";""
"575";"2023-12-12 02:35:56";"737";"VI-924-037-006-011";"N";"S";"39.9758337,-0.0431233";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-22";"11:33:51";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:35";"N";"1900-01-01";"1900-01-01";"N";""
"576";"2023-12-12 02:35:56";"737";"VI-924-010-004-010";"N";"S";"39.9758337,-0.0431233";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-22";"11:33:51";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:35";"N";"1900-01-01";"1900-01-01";"N";""
"577";"2023-12-12 02:35:56";"737";"VI-924-043-001-001";"N";"S";"39.9758337,-0.0431233";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-22";"11:33:51";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:36";"N";"1900-01-01";"1900-01-01";"N";""
"578";"2023-12-12 02:35:56";"737";"VI-924-045-002-003";"N";"S";"39.9758337,-0.0431233";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-22";"11:33:52";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:36";"N";"1900-01-01";"1900-01-01";"N";""
"579";"2023-12-12 02:35:56";"737";"VI-924-054-006-012";"N";"S";"39.9758337,-0.0431233";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-18";"2019-06-18";"PRINEX";"2016-04-22";"11:33:52";"EEIM41";"EEIM41";"IRUIZ";"2019-06-18";"09:50:36";"N";"1900-01-01";"1900-01-01";"N";""
"580";"2023-12-12 02:35:56";"732";"VI-924-016-005-00A";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-24";"2019-06-24";"PRINEX";"2016-04-22";"11:33:53";"EEIM41";"EEIM41";"IRUIZ";"2019-06-24";"17:44:59";"N";"1900-01-01";"1900-01-01";"N";""
"581";"2023-12-12 02:35:56";"732";"VI-924-020-006-00B";"N";"S";"38.0094168,-1.1316424";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-24";"2019-06-24";"PRINEX";"2016-04-22";"11:33:53";"EEIM41";"EEIM41";"IRUIZ";"2019-06-24";"17:44:59";"N";"1900-01-01";"1900-01-01";"N";""
"582";"2023-12-12 02:35:56";"550";"VI-917-038-005-002";"N";"S";"41.5922867,2.5830705";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-26";"2019-06-26";"PRINEX";"2016-04-22";"11:33:54";"EEIM41";"EEIM41";"IRUIZ";"2019-06-26";"18:12:32";"N";"1900-01-01";"1900-01-01";"N";""
